token,kelas,bobot
httptc,Hukum-Politik,0.0
httptco,Hukum-Politik,0.0
httptcoe91SeQ3NYc,Hukum-Politik,1.5803029E-5
hukum,Hukum-Politik,0.0014849697
hura,Hukum-Politik,3.1606058E-5
i,Hukum-Politik,6.3212115E-5
ibu,Hukum-Politik,9.481818E-5
ide,Hukum-Politik,3.1606058E-5
ideal,Hukum-Politik,6.3212115E-5
ikan,Hukum-Politik,2.3704544E-5
ikut,Hukum-Politik,1.5803029E-4
imbau,Hukum-Politik,7.615229E-5
impor,Hukum-Politik,1.9038072E-5
in,Hukum-Politik,1.5803029E-5
indogroupon,Hukum-Politik,1.5803029E-5
indonesia,Hukum-Politik,0.0
indosiar,Hukum-Politik,1.9038072E-5
info,Hukum-Politik,3.9507573E-5
ingat,Hukum-Politik,3.239621E-4
ingin,Hukum-Politik,0.0
ingkar,Hukum-Politik,3.9507573E-5
ini,Hukum-Politik,0.0
inilahdotcom,Hukum-Politik,0.0
internasional,Hukum-Politik,1.5803029E-5
interupsi,Hukum-Politik,1.9038072E-5
ipb,Hukum-Politik,0.0
irama,Hukum-Politik,1.5230458E-4
is,Hukum-Politik,1.18522716E-4
isi,Hukum-Politik,0.0
islam,Hukum-Politik,6.3212115E-5
istana,Hukum-Politik,0.0
isu,Hukum-Politik,3.9507573E-5
itu,Hukum-Politik,0.0
iya,Hukum-Politik,0.0
jabat,Hukum-Politik,1.5803029E-5
jadi,Hukum-Politik,0.0
jaga,Hukum-Politik,1.9038072E-5
jahat,Hukum-Politik,0.0
jakarta,Hukum-Politik,6.3212115E-5
jalan,Hukum-Politik,4.740909E-5
jalin,Hukum-Politik,1.9038072E-5
jam,Hukum-Politik,3.8076145E-5
jangan,Hukum-Politik,0.0
janji,Hukum-Politik,0.0
jantung,Hukum-Politik,5.711422E-5
jasmev,Hukum-Politik,1.5803029E-5
jasmev014,Hukum-Politik,3.8076145E-5
jauh,Hukum-Politik,5.711422E-5
jawab,Hukum-Politik,1.3432576E-4
jd,Hukum-Politik,1.5803029E-5
jelas,Hukum-Politik,0.0
jelek,Hukum-Politik,1.5803029E-5
jenguk,Hukum-Politik,5.53106E-5
jfb,Hukum-Politik,2.3704544E-5
jgn,Hukum-Politik,1.5803029E-5
jika,Hukum-Politik,2.4494695E-4
jil,Hukum-Politik,0.0016563124
jk,Hukum-Politik,8.691666E-5
jkw,Hukum-Politik,3.9507573E-5
jkwap,Hukum-Politik,5.53106E-5
jok,Hukum-Politik,0.0
jokowi,Hukum-Politik,0.0
jokowi_do,Hukum-Politik,0.0
jokowiforpresident,Hukum-Politik,6.3212115E-5
jokowisamad,Hukum-Politik,7.901514E-6
jpnncom,Hukum-Politik,0.0
jual,Hukum-Politik,3.1606058E-5
juang,Hukum-Politik,0.0
juga,Hukum-Politik,0.0
jujur,Hukum-Politik,3.1606058E-5
jumhur,Hukum-Politik,0.0
k,Hukum-Politik,0.0
kabar,Hukum-Politik,0.0
kader,Hukum-Politik,2.3704544E-5
kait,Hukum-Politik,7.901514E-6
kakak,Hukum-Politik,1.9038072E-5
kalah,Hukum-Politik,1.7134266E-4
kalau,Hukum-Politik,0.0
kali,Hukum-Politik,0.0
kalian,Hukum-Politik,5.711422E-5
kalo,Hukum-Politik,0.0
kami,Hukum-Politik,0.0
kampanye,Hukum-Politik,0.0
kamu,Hukum-Politik,0.0
kan,Hukum-Politik,1.2642423E-4
kantor,Hukum-Politik,0.0
kaos,Hukum-Politik,0.0
kapan,Hukum-Politik,2.3704544E-5
karena,Hukum-Politik,2.133409E-4
kasi,Hukum-Politik,1.9038072E-5
kasih,Hukum-Politik,1.5803029E-5
kasus,Hukum-Politik,1.5803029E-5
kata,Hukum-Politik,0.0
kaum,Hukum-Politik,0.0
kawan,Hukum-Politik,9.5190364E-5
kaya,Hukum-Politik,4.740909E-5
kayak,Hukum-Politik,4.740909E-5
ke,Hukum-Politik,6.3212115E-5
kecewa,Hukum-Politik,2.3704544E-5
kejora,Hukum-Politik,3.8076145E-5
keluar,Hukum-Politik,3.1606058E-5
keluarga,Hukum-Politik,0.0
kemarin,Hukum-Politik,0.0
kembali,Hukum-Politik,7.901514E-6
kemeja,Hukum-Politik,7.111363E-5
kena,Hukum-Politik,3.9507573E-5
kenal,Hukum-Politik,3.9507573E-5
kenapa,Hukum-Politik,0.0
kepada,Hukum-Politik,4.0297725E-4
keranda,Hukum-Politik,7.901514E-6
kerap,Hukum-Politik,0.0
keren,Hukum-Politik,8.691666E-5
kerja,Hukum-Politik,0.0
ketika,Hukum-Politik,0.0
ketua,Hukum-Politik,0.0
khusus,Hukum-Politik,0.0
kian,Hukum-Politik,1.5803029E-5
kini,Hukum-Politik,2.3704544E-5
kira,Hukum-Politik,1.9038072E-5
kita,Hukum-Politik,0.0
klo,Hukum-Politik,7.901514E-6
koalisi,Hukum-Politik,0.009271542
kode,Hukum-Politik,1.9038072E-5
kok,Hukum-Politik,0.0
komitmen,Hukum-Politik,5.53106E-5
kompascom,Hukum-Politik,1.6593181E-4
kompasiana,Hukum-Politik,1.9038072E-5
komunikasi,Hukum-Politik,9.5190364E-5
kondisi,Hukum-Politik,2.3704544E-5
konfederasi,Hukum-Politik,0.0
kontra,Hukum-Politik,2.3704543E-4
kontrak,Hukum-Politik,0.0
korantempo,Hukum-Politik,2.3704544E-5
korupsi,Hukum-Politik,3.1606058E-5
kota,Hukum-Politik,7.901514E-6
kotak,Hukum-Politik,4.740909E-5
kpk,Hukum-Politik,1.5803029E-5
kritik,Hukum-Politik,7.901514E-6
kritik_us,Hukum-Politik,0.0
kritisi,Hukum-Politik,0.0
ksn,Hukum-Politik,7.901514E-6
kuasa,Hukum-Politik,0.0015230458
kuat,Hukum-Politik,4.819924E-4
kubu,Hukum-Politik,3.8076145E-5
kuda,Hukum-Politik,1.9038072E-5
kumpul,Hukum-Politik,0.0
kurang,Hukum-Politik,4.740909E-5
kurawa,Hukum-Politik,3.9507573E-5
kursi,Hukum-Politik,4.188376E-4
lagi,Hukum-Politik,0.0
lagu,Hukum-Politik,7.901514E-6
lah,Hukum-Politik,0.0
lahir,Hukum-Politik,2.3704544E-5
lain,Hukum-Politik,0.0
laki,Hukum-Politik,3.1606058E-5
laku,Hukum-Politik,0.0
lalu,Hukum-Politik,0.0
lama,Hukum-Politik,7.111363E-5
langgar,Hukum-Politik,1.5803029E-5
langgeng,Hukum-Politik,7.901514E-6
langsung,Hukum-Politik,0.0
lanjut,Hukum-Politik,0.0
lapor,Hukum-Politik,1.9038072E-5
lawan,Hukum-Politik,1.106212E-4
layak,Hukum-Politik,0.0
lbh,Hukum-Politik,1.0271969E-4
lebih,Hukum-Politik,0.0
lewat,Hukum-Politik,9.481818E-5
lho,Hukum-Politik,3.8076145E-5
lihat,Hukum-Politik,7.111363E-5
liputangdotcom,Hukum-Politik,0.0
loh,Hukum-Politik,4.740909E-5
lokal,Hukum-Politik,3.8076145E-5
lokalisasi,Hukum-Politik,1.9038072E-5
lol,Hukum-Politik,7.901514E-6
luar,Hukum-Politik,4.740909E-5
lucu,Hukum-Politik,7.615229E-5
lupa,Hukum-Politik,9.481818E-5
m,Hukum-Politik,0.0
ma,Hukum-Politik,4.740909E-5
macam,Hukum-Politik,1.9038072E-5
macet,Hukum-Politik,7.901514E-6
mah,Hukum-Politik,0.0
mahfud,Hukum-Politik,1.9038072E-5
main,Hukum-Politik,0.0
maju,Hukum-Politik,9.481818E-5
maka,Hukum-Politik,3.9507573E-5
makan,Hukum-Politik,4.740909E-5
makin,Hukum-Politik,0.0
maksud,Hukum-Politik,7.615229E-4
malaikat,Hukum-Politik,0.0
malam,Hukum-Politik,1.5803029E-5
malu,Hukum-Politik,3.9507573E-5
mampu,Hukum-Politik,3.9507573E-5
mana,Hukum-Politik,0.0
mandat,Hukum-Politik,0.0
mantap,Hukum-Politik,4.740909E-5
marah,Hukum-Politik,1.9038072E-5
mari,Hukum-Politik,7.615229E-5
mas,Hukum-Politik,3.9507573E-5
masa,Hukum-Politik,0.0
masalah,Hukum-Politik,0.0
masih,Hukum-Politik,0.0
massa,Hukum-Politik,0.0
masuk,Hukum-Politik,0.0
masyarakat,Hukum-Politik,3.1606058E-5
mata,Hukum-Politik,0.0
mati,Hukum-Politik,7.9015146E-5
mau,Hukum-Politik,0.0
may,Hukum-Politik,1.2642423E-4
mbak,Hukum-Politik,3.8076145E-5
md,Hukum-Politik,6.3212115E-5
media,Hukum-Politik,0.0
mega,Hukum-Politik,3.0460916E-4
mei,Hukum-Politik,3.1606058E-5
memang,Hukum-Politik,7.111363E-5
menang,Hukum-Politik,1.5012878E-4
mental,Hukum-Politik,0.0
menteri,Hukum-Politik,0.0
merdekadotcom,Hukum-Politik,1.3432576E-4
mereka,Hukum-Politik,0.0013195529
mikir,Hukum-Politik,0.0
milih,Hukum-Politik,3.1606058E-5
milik,Hukum-Politik,0.0
militer,Hukum-Politik,2.3704544E-5
min,Hukum-Politik,7.901514E-6
minta,Hukum-Politik,0.0
misi,Hukum-Politik,6.3212115E-5
misteri,Hukum-Politik,0.0
mmd,Hukum-Politik,1.5803029E-5
mobil,Hukum-Politik,0.0
moga,Hukum-Politik,0.0012326363
mohmahfudmd,Hukum-Politik,1.5230458E-4
moral,Hukum-Politik,1.5803029E-5
mpr,Hukum-Politik,1.2642423E-4
mrk,Hukum-Politik,5.711422E-5
muda,Hukum-Politik,7.901514E-6
mudah,Hukum-Politik,2.3704544E-5
mulai,Hukum-Politik,7.9015146E-5
muncul,Hukum-Politik,0.0
mundur,Hukum-Politik,7.901514E-6
mungkin,Hukum-Politik,3.1606058E-4
murah,Hukum-Politik,0.0
nah,Hukum-Politik,4.740909E-5
naik,Hukum-Politik,3.1606058E-5
nak,Hukum-Politik,0.0
nama,Hukum-Politik,0.0
namun,Hukum-Politik,5.711422E-5
nanti,Hukum-Politik,0.0
nas,Hukum-Politik,0.0
nasi,Hukum-Politik,0.0
nasib,Hukum-Politik,0.0
nasional,Hukum-Politik,0.0
negara,Hukum-Politik,0.0020370737
negeri,Hukum-Politik,5.53106E-5
news,Hukum-Politik,0.0
nilai,Hukum-Politik,0.0
no,Hukum-Politik,7.901514E-6
nol,Hukum-Politik,0.0
nomor,Hukum-Politik,5.711422E-5
nonarray,Hukum-Politik,2.3704544E-5
ntt,Hukum-Politik,1.5803029E-5
nu,Hukum-Politik,5.711422E-5
nusantara,Hukum-Politik,5.711422E-5
nya,Hukum-Politik,0.0
nyapres,Hukum-Politik,1.5803029E-5
nyata,Hukum-Politik,0.0
o,Hukum-Politik,2.3704544E-5
of,Hukum-Politik,0.0
ogah,Hukum-Politik,8.757513E-4
oh,Hukum-Politik,7.615229E-5
okezonenews,Hukum-Politik,7.9015146E-5
okowi,Hukum-Politik,0.0
oleh,Hukum-Politik,9.481818E-5
om,Hukum-Politik,0.0
opahcuki,Hukum-Politik,1.5803029E-5
orang,Hukum-Politik,0.0
orasi,Hukum-Politik,6.3212115E-5
otak,Hukum-Politik,0.0
outsourching,Hukum-Politik,3.8076145E-5
outsourcing,Hukum-Politik,3.8076145E-5
p,Hukum-Politik,0.0
pada,Hukum-Politik,0.0
padahal,Hukum-Politik,0.0
padu,Hukum-Politik,0.0
pagi,Hukum-Politik,7.901514E-6
paham,Hukum-Politik,3.8076145E-5
pak,Hukum-Politik,0.0
pakai,Hukum-Politik,3.1606058E-5
paling,Hukum-Politik,0.0
pan,Hukum-Politik,7.615229E-5
pangan,Hukum-Politik,1.9038072E-5
pantas,Hukum-Politik,3.1606058E-5
para,Hukum-Politik,0.0
partai,Hukum-Politik,0.0
partaisocmed,Hukum-Politik,3.1606058E-5
pas,Hukum-Politik,3.9507573E-5
pasang,Hukum-Politik,2.094188E-4
pasar,Hukum-Politik,0.0
pasrah,Hukum-Politik,1.5803029E-5
pasti,Hukum-Politik,1.106212E-4
pasu,Hukum-Politik,7.901514E-6
patok,Hukum-Politik,0.0
patungan,Hukum-Politik,0.0
pdi,Hukum-Politik,0.0
pdip,Hukum-Politik,2.3704544E-5
peduli,Hukum-Politik,0.0
pekik,Hukum-Politik,0.0
pelangi,Hukum-Politik,0.0
pencapresan,Hukum-Politik,1.9038072E-5
penting,Hukum-Politik,8.7706815E-4
penuh,Hukum-Politik,4.740909E-5
percaya,Hukum-Politik,7.901514E-6
perempuan,Hukum-Politik,0.0014143712
perintah,Hukum-Politik,0.0
peristiwa,Hukum-Politik,0.0
perlu,Hukum-Politik,0.0
pernah,Hukum-Politik,1.106212E-4
pesan,Hukum-Politik,1.5803029E-5
peta,Hukum-Politik,1.9038072E-5
pihak,Hukum-Politik,2.3704544E-5
pikir,Hukum-Politik,4.740909E-5
pilih,Hukum-Politik,0.0
pilpres,Hukum-Politik,3.9507573E-5
pilu,Hukum-Politik,0.0
pimpin,Hukum-Politik,2.4494695E-4
pintar,Hukum-Politik,7.615229E-5
pisah,Hukum-Politik,1.9038072E-5
pkb,Hukum-Politik,0.0012247347
pks,Hukum-Politik,3.5556816E-4
pkspiyungan,Hukum-Politik,7.901514E-6
pocong,Hukum-Politik,0.0
polisi,Hukum-Politik,7.901514E-6
politik,Hukum-Politik,0.0024494694
popularitas,Hukum-Politik,0.0
populer,Hukum-Politik,3.617234E-4
poros,Hukum-Politik,3.9507573E-5
poster,Hukum-Politik,0.0
ppp,Hukum-Politik,0.001542084
prabowo,Hukum-Politik,0.0
prediksi,Hukum-Politik,3.8076145E-5
presiden,Hukum-Politik,0.0
prestasi,Hukum-Politik,7.901514E-6
pribumig,Hukum-Politik,1.5803029E-5
prihatin,Hukum-Politik,0.0
pro,Hukum-Politik,3.9507573E-5
produk,Hukum-Politik,3.8076145E-5
prof,Hukum-Politik,0.0
profesional,Hukum-Politik,7.111363E-5
program,Hukum-Politik,0.0
proxy,Hukum-Politik,1.9038072E-5
prt,Hukum-Politik,7.901514E-6
publik,Hukum-Politik,0.0
puja,Hukum-Politik,1.5803029E-5
puji,Hukum-Politik,0.0
puluh,Hukum-Politik,0.0
pun,Hukum-Politik,2.3704544E-5
punya,Hukum-Politik,0.0
putih,Hukum-Politik,4.740909E-5
putus,Hukum-Politik,1.8963635E-4
ragu,Hukum-Politik,7.901514E-6
rahasia,Hukum-Politik,7.615229E-5
raih,Hukum-Politik,7.901514E-6
rakyat,Hukum-Politik,0.0
ramping,Hukum-Politik,0.002360721
rapat,Hukum-Politik,9.481818E-5
rasa,Hukum-Politik,1.5803029E-5
ratu_adil,Hukum-Politik,0.0
ratus,Hukum-Politik,0.0
raya,Hukum-Politik,3.9507573E-5
relawan,Hukum-Politik,3.9507573E-5
rencana,Hukum-Politik,1.5803029E-5
republikaonline,Hukum-Politik,3.0815907E-4
residen014,Hukum-Politik,0.0
residen014com,Hukum-Politik,0.0
resmi,Hukum-Politik,1.3432576E-4
revolusi,Hukum-Politik,0.0
ri,Hukum-Politik,0.0
ribu,Hukum-Politik,0.0
rieke_diah,Hukum-Politik,7.901514E-6
rimanews,Hukum-Politik,0.0
rmolco,Hukum-Politik,7.615229E-5
rr,Hukum-Politik,1.5803029E-5
rt,Hukum-Politik,0.0
rumah,Hukum-Politik,1.0271969E-4
rupa,Hukum-Politik,9.5190364E-5
saat,Hukum-Politik,2.212424E-4
sadar,Hukum-Politik,3.9507573E-5
saididu,Hukum-Politik,7.901514E-6
saja,Hukum-Politik,0.0
sakit,Hukum-Politik,1.18522716E-4
salah,Hukum-Politik,0.0
sama,Hukum-Politik,0.0
samad,Hukum-Politik,6.3212115E-5
sampah,Hukum-Politik,0.0
sampai,Hukum-Politik,6.3212115E-5
sangat,Hukum-Politik,1.5803029E-5
santai,Hukum-Politik,1.3326651E-4
santri,Hukum-Politik,3.8076145E-5
sapi,Hukum-Politik,4.740909E-5
saran,Hukum-Politik,5.53106E-5
satu,Hukum-Politik,3.9507573E-5
saudara,Hukum-Politik,3.1606058E-5
saya,Hukum-Politik,0.0
sayang,Hukum-Politik,7.615229E-5
sayapilihjokowi,Hukum-Politik,6.3212115E-5
sayasujiatmi,Hukum-Politik,2.3704544E-5
sby,Hukum-Politik,8.691666E-5
sda,Hukum-Politik,2.3704544E-5
se,Hukum-Politik,2.3704544E-5
sebab,Hukum-Politik,0.0
sebut,Hukum-Politik,0.0
sedang,Hukum-Politik,7.111363E-5
sederhana,Hukum-Politik,7.111363E-5
sehat,Hukum-Politik,0.0
sejahtera,Hukum-Politik,0.0
sejak,Hukum-Politik,5.711422E-5
sekarang,Hukum-Politik,8.691666E-5
sekarbarbiegirl,Hukum-Politik,0.0
selain,Hukum-Politik,0.0
selalu,Hukum-Politik,4.740909E-5
selamat,Hukum-Politik,7.9015146E-5
selesai,Hukum-Politik,0.0
seluruh,Hukum-Politik,6.3212115E-5
semangat,Hukum-Politik,1.9038072E-5
semiaji_w,Hukum-Politik,7.901514E-6
sempat,Hukum-Politik,3.8076145E-5
semua,Hukum-Politik,1.106212E-4
senang,Hukum-Politik,7.901514E-6
sendiri,Hukum-Politik,0.0
sepakat,Hukum-Politik,0.0
sepeda,Hukum-Politik,0.0
seperti,Hukum-Politik,0.0
serah,Hukum-Politik,2.212424E-4
serang,Hukum-Politik,9.5190364E-5
serbet,Hukum-Politik,0.0
serikat,Hukum-Politik,7.901514E-6
sering,Hukum-Politik,3.1606058E-5
seru,Hukum-Politik,7.615229E-5
setelah,Hukum-Politik,1.9038072E-5
sholat,Hukum-Politik,5.711422E-5
si,Hukum-Politik,0.0
siap,Hukum-Politik,7.9015146E-5
siapa,Hukum-Politik,0.0
sih,Hukum-Politik,0.0
sikap,Hukum-Politik,2.2845688E-4
sindir,Hukum-Politik,3.1606058E-5
singa_maritim,Hukum-Politik,3.1606058E-5
sistem,Hukum-Politik,2.3704544E-5
slang,Hukum-Politik,1.9038072E-5
sm,Hukum-Politik,0.0
smp,Hukum-Politik,7.901514E-6
soal,Hukum-Politik,0.0
sodor,Hukum-Politik,8.757513E-4
sok,Hukum-Politik,1.5803029E-5
sokan,Hukum-Politik,1.9038072E-5
sokong,Hukum-Politik,7.901514E-6
solo,Hukum-Politik,1.5803029E-5
sorot,Hukum-Politik,0.0
sosial,Hukum-Politik,0.001561122
sosok,Hukum-Politik,8.691666E-5
spi,Hukum-Politik,2.3704544E-5
st,Hukum-Politik,0.0
sua,Hukum-Politik,0.0
suai,Hukum-Politik,1.5803029E-5
suara,Hukum-Politik,1.5803029E-5
subsidi,Hukum-Politik,1.5803029E-5
subuh,Hukum-Politik,5.711422E-5
sudah,Hukum-Politik,0.0
suka,Hukum-Politik,7.9015146E-5
sukses,Hukum-Politik,0.0
sumpah,Hukum-Politik,0.0
survei,Hukum-Politik,5.53106E-5
surya,Hukum-Politik,3.9507573E-5
susul,Hukum-Politik,3.239621E-4
susup,Hukum-Politik,5.711422E-5
sy,Hukum-Politik,3.9507573E-5
t,Hukum-Politik,2.3704544E-5
tadi,Hukum-Politik,7.901514E-6
tahu,Hukum-Politik,0.0
tahun,Hukum-Politik,7.9015146E-5
tak,Hukum-Politik,0.0
takut,Hukum-Politik,8.691666E-5
tambah,Hukum-Politik,0.0
tanda,Hukum-Politik,1.5012878E-4
tang,Hukum-Politik,1.3432576E-4
tanggap,Hukum-Politik,0.0
tani,Hukum-Politik,0.0
tanpa,Hukum-Politik,1.2642423E-4
tanya,Hukum-Politik,5.53106E-5
tapi,Hukum-Politik,0.0
tarik,Hukum-Politik,5.53106E-5
tawa,Hukum-Politik,3.9507573E-5
tbayupatti,Hukum-Politik,0.0
tegas,Hukum-Politik,5.53106E-5
tekan,Hukum-Politik,0.0
telah,Hukum-Politik,8.691666E-5
teman,Hukum-Politik,7.901514E-6
tempat,Hukum-Politik,3.8076145E-5
tempodotco,Hukum-Politik,0.0
temu,Hukum-Politik,4.740909E-5
tengah,Hukum-Politik,7.901514E-6
tengok,Hukum-Politik,1.9038072E-5
tentang,Hukum-Politik,0.0
tentu,Hukum-Politik,0.0
tepat,Hukum-Politik,7.9015146E-5
terang,Hukum-Politik,1.3432576E-4
terima,Hukum-Politik,0.0
ternak,Hukum-Politik,0.0
terobos,Hukum-Politik,0.0
terus,Hukum-Politik,1.106212E-4
tetap,Hukum-Politik,0.0
tetep,Hukum-Politik,3.9507573E-5
tfb,Hukum-Politik,0.0
the,Hukum-Politik,2.3704544E-5
tiap,Hukum-Politik,6.3212115E-5
tiba,Hukum-Politik,0.0
tidak,Hukum-Politik,0.0
tiga,Hukum-Politik,2.3704544E-5
tim,Hukum-Politik,0.0
timbang,Hukum-Politik,3.9507573E-5
timur,Hukum-Politik,3.8076145E-5
tinggal,Hukum-Politik,4.188376E-4
tipu,Hukum-Politik,3.1606058E-5
tiru,Hukum-Politik,7.615229E-5
to,Hukum-Politik,6.3212115E-5
tokoh,Hukum-Politik,6.3212115E-5
tolak,Hukum-Politik,0.0
top,Hukum-Politik,3.8076145E-5
topeng,Hukum-Politik,7.901514E-6
transportasi,Hukum-Politik,0.0
trauma,Hukum-Politik,0.0
tribunnews,Hukum-Politik,5.53106E-5
triomacan,Hukum-Politik,3.9507573E-5
triomacan000,Hukum-Politik,3.9507573E-5
tu,Hukum-Politik,0.0
tuduh,Hukum-Politik,1.5803029E-5
tuhan,Hukum-Politik,3.1606058E-5
tuit,Hukum-Politik,0.0
tuju,Hukum-Politik,0.0
tum,Hukum-Politik,9.5190364E-5
tunggu,Hukum-Politik,0.0
tuntas,Hukum-Politik,7.901514E-6
tuntut,Hukum-Politik,3.1606058E-5
turun,Hukum-Politik,1.5803029E-5
turut,Hukum-Politik,0.0
tutup,Hukum-Politik,1.3326651E-4
tv,Hukum-Politik,2.3704544E-5
uang,Hukum-Politik,0.0
ubah,Hukum-Politik,2.3704544E-5
uji,Hukum-Politik,0.0
ujung,Hukum-Politik,7.615229E-5
ump,Hukum-Politik,5.711422E-5
umum,Hukum-Politik,4.740909E-5
un,Hukum-Politik,0.0
undang,Hukum-Politik,9.5190364E-5
ungkap,Hukum-Politik,7.615229E-5
untuk,Hukum-Politik,0.0
untung,Hukum-Politik,1.5803029E-5
upah,Hukum-Politik,6.3212115E-5
urus,Hukum-Politik,0.0
usaha,Hukum-Politik,7.9015146E-5
usai,Hukum-Politik,3.8076145E-5
usul,Hukum-Politik,1.5803029E-5
usung,Hukum-Politik,1.1422844E-4
ut,Hukum-Politik,7.901514E-6
uu,Hukum-Politik,0.0
via,Hukum-Politik,0.0
video,Hukum-Politik,0.0
visi,Hukum-Politik,5.53106E-5
vs,Hukum-Politik,7.6644693E-4
wah,Hukum-Politik,3.1606058E-5
wakil,Hukum-Politik,5.711422E-5
waktu,Hukum-Politik,2.3704544E-5
wanita,Hukum-Politik,7.901514E-6
wapres,Hukum-Politik,7.901514E-6
warga,Hukum-Politik,1.0271969E-4
warna,Hukum-Politik,1.9038072E-5
wong,Hukum-Politik,5.53106E-5
wow,Hukum-Politik,2.3704544E-5
wujud,Hukum-Politik,3.8076145E-5
ya,Hukum-Politik,5.53106E-5
yah,Hukum-Politik,1.5803029E-5
yakin,Hukum-Politik,1.3326651E-4
yang,Hukum-Politik,0.0
yg,Hukum-Politik,0.0
youtube,Hukum-Politik,0.0
1,Other,1.531914E-4
10,Other,2.9745905E-5
2,Other,0.0
2014,Other,0.0
3,Other,7.9570294E-5
4,Other,0.0
5,Other,5.651722E-5
6,Other,2.7514961E-5
7,Other,2.6027667E-5
9,Other,0.0
99,Other,7.510841E-5
Abraham,Other,1.1675267E-4
Aceh,Other,7.16704E-5
Ahok,Other,0.0
Ambulan,Other,4.68498E-5
Assadiqulhaq,Other,5.279898E-5
BEJO,Other,0.0
Bara_Jokowi,Other,5.912808E-5
Bertemu,Other,1.4871608E-4
Bimbim,Other,6.629512E-5
Bisniscom,Other,4.3131564E-5
Blusukan,Other,2.3830407E-4
Caleg,Other,2.9026513E-4
Capres,Other,0.0
Cawapres,Other,0.0
Cawapresnya,Other,2.4540372E-5
Chrisnandi,Other,2.68764E-4
Dahlan,Other,2.0375944E-4
Dampingi,Other,1.3385656E-4
Deal,Other,1.1154714E-5
Dolly,Other,1.522996E-4
Dunia_Que,Other,7.8837445E-5
ESEMKA,Other,7.525392E-5
Effect,Other,3.1893328E-4
Esemka,Other,5.949181E-5
Fahrihamzah,Other,1.2939468E-4
Foke,Other,6.987864E-5
FollowRadioPepatah,Other,2.6518048E-4
GSPB,Other,1.612584E-4
GantiJakarta,Other,5.1311683E-5
Gerindra,Other,3.6014375E-4
Geruduk,Other,2.1859471E-4
Golkar,Other,5.5029923E-5
Gondangdia,Other,1.2004792E-4
HTTP,Other,1.79176E-4
Hafidz_Ary,Other,7.16704E-6
Haha,Other,9.1379756E-5
Hahaha,Other,3.5695088E-5
Hanura,Other,1.5767489E-4
Host,Other,1.79176E-4
Hura,Other,1.093162E-4
Ical,Other,0.0
Imin,Other,1.3975728E-4
Indosiar,Other,2.6159696E-4
IndosiarID,Other,8.06292E-5
Interupsi_ID,Other,3.5695088E-5
Iskan,Other,2.9564038E-4
IwanPiliang,Other,4.7593447E-5
Izrail,Other,1.5050784E-4
JKW4P,Other,0.0
JKWaInd,Other,3.346414E-5
JKWaP,Other,0.0
JOKOWI,Other,0.0
JPNN,Other,2.825861E-5
JTmor,Other,3.420779E-5
Jakarta,Other,0.0
Jakut,Other,3.798531E-4
Jasmev,Other,3.4951438E-5
Jatim,Other,2.2576175E-4
Jawa,Other,5.279898E-5
JkwaInd,Other,1.3617375E-4
Joko,Other,2.2532523E-4
Jokowi,Other,0.0
JokowiCentre,Other,0.0
JokowiJK,Other,7.1390175E-5
Jokowi_do,Other,2.825861E-5
JokowiaMe,Other,7.9570294E-5
JokowiforPresident,Other,5.4286273E-5
Jusuf,Other,2.4009583E-4
KSPI,Other,1.0113608E-4
Kalangan,Other,5.2677747E-4
Kalla,Other,2.3651232E-4
KartikaDjumadi,Other,2.1565782E-5
KilasIndonesia,Other,1.859119E-5
Kunjungi,Other,1.9409203E-4
Lyrik,Other,2.0067712E-4
Mahfud,Other,0.0
MangUsil,Other,2.7514961E-5
MayDay,Other,1.2004792E-4
Megawati,Other,3.391033E-4
Metro_TV,Other,4.0900617E-5
Mojokerto,Other,1.970936E-4
Muhaimin,Other,4.5362503E-5
Musrenbangnas,Other,1.3617375E-4
MustofaNahra,Other,1.8992655E-4
NEWS,Other,6.841558E-5
NKRI,Other,2.6027667E-5
NMCBINUSroia,Other,1.3975728E-4
NasDem,Other,3.9060367E-4
Nasdem,Other,2.5263816E-4
News,Other,0.0
Ngotot,Other,1.0485431E-4
Nonton,Other,1.433408E-4
Online,Other,2.825861E-5
OpenFollow,Other,7.510841E-5
Outsourcing,Other,2.4168548E-4
PDIP,Other,4.8634555E-4
PDI_Perjuangan,Other,0.0
PRABOWO,Other,2.7514961E-5
PartaiSocmed,Other,2.7886787E-4
Pelayan,Other,2.544299E-4
Pencapresan,Other,2.3424899E-4
Pilpres,Other,1.6062788E-4
Prabowo,Other,0.0
Prabowoob,Other,0.0
Pranowo,Other,7.7045675E-5
Proxy,Other,1.8275951E-4
Recoki,Other,2.6518048E-4
Relawan_jokowi,Other,1.1108912E-4
Republika,Other,3.2720498E-5
Rhoma,Other,2.528402E-5
Rieke,Other,2.8847335E-4
RigelDij,Other,2.6027667E-5
Ronnie_Rusli,Other,2.4540372E-5
Ryacudu,Other,5.279898E-5
Ryamizard,Other,1.8442461E-4
Ryamizard_R,Other,3.6438734E-5
SBSI,Other,1.1229079E-4
SBYudhoyono,Other,8.779624E-5
Sarah_Pnd,Other,8.421272E-5
SaveAnasU,Other,6.27116E-5
SayaPilihJokowi,Other,7.1390175E-5
Sekjen,Other,7.436476E-6
Setelah,Other,1.7103896E-5
Subianto,Other,1.164644E-4
Tangerang,Other,4.015697E-5
TeamFollowBack,Other,8.9237714E-5
Temui,Other,3.420779E-5
